2022-04-01 04:00:00,453.68,453.95,453.55,453.91,5757
2022-04-01 04:05:00,453.93,453.96,453.8,453.88,6830
2022-04-01 04:10:00,453.95,453.99,453.81,453.81,541
2022-04-01 04:15:00,453.76,453.8,453.58,453.58,2900
2022-04-01 04:20:00,453.8,453.92,453.71,453.86,1116
2022-04-01 04:25:00,453.84,453.95,453.84,453.9,1662
2022-04-01 04:30:00,453.83,453.83,453.8,453.8,4000
2022-04-01 04:40:00,453.83,454.01,453.83,454.01,308
2022-04-01 04:45:00,454.06,454.08,454.0,454.0,3500
2022-04-01 04:50:00,454.01,454.03,454.01,454.03,2060
2022-04-01 04:55:00,453.95,454.01,453.95,454.01,20476
2022-04-01 05:00:00,453.77,453.77,453.76,453.77,600
2022-04-01 05:05:00,453.8,453.8,453.8,453.8,500
2022-04-01 05:10:00,453.65,453.65,453.62,453.63,3400
2022-04-01 05:15:00,453.72,453.72,453.7,453.7,2571
2022-04-01 05:20:00,453.66,454.28,453.65,453.7,8473
2022-04-01 05:25:00,453.95,454.0,453.91,454.0,9540
2022-04-01 05:30:00,453.99,454.39,453.99,454.32,18400
2022-04-01 05:35:00,454.3,454.3,454.21,454.23,1141
2022-04-01 05:40:00,454.18,454.18,453.97,454.09,3100
2022-04-01 05:45:00,454.04,454.15,453.92,453.92,1402
2022-04-01 05:50:00,454.05,454.31,454.05,454.28,1609
2022-04-01 05:55:00,454.35,454.35,454.25,454.35,500
2022-04-01 06:00:00,454.36,454.57,454.31,454.31,29697
2022-04-01 06:05:00,454.33,454.33,454.3,454.3,1800
2022-04-01 06:10:00,454.41,454.47,454.32,454.35,4200
2022-04-01 06:15:00,454.39,454.39,454.39,454.39,336
2022-04-01 06:20:00,454.35,454.39,454.28,454.36,4202
2022-04-01 06:25:00,454.33,454.42,454.33,454.37,1100
2022-04-01 06:30:00,454.33,454.45,454.33,454.45,500
2022-04-01 06:35:00,454.41,454.41,454.22,454.22,2156
2022-04-01 06:40:00,454.2,454.27,454.13,454.13,4908
2022-04-01 06:45:00,454.14,454.17,454.07,454.07,1258
2022-04-01 06:50:00,454.03,454.12,454.03,454.08,6300
2022-04-01 06:55:00,454.07,454.31,454.07,454.31,2849
2022-04-01 07:00:00,454.21,454.32,454.11,454.21,28120
2022-04-01 07:05:00,454.21,454.34,454.18,454.23,29239
2022-04-01 07:10:00,454.2,454.23,453.99,453.99,37900
2022-04-01 07:15:00,454.01,454.11,453.98,454.0,36709
2022-04-01 07:20:00,454.02,454.16,454.0,454.08,7248
2022-04-01 07:25:00,454.09,454.13,454.03,454.03,2801
2022-04-01 07:30:00,454.0,454.05,453.94,454.03,37543
2022-04-01 07:35:00,454.01,454.04,453.95,454.0,12185
2022-04-01 07:40:00,454.0,454.04,453.98,454.0,12942
2022-04-01 07:45:00,454.0,454.1,454.0,454.1,113323
2022-04-01 07:50:00,454.1,454.11,454.06,454.06,5678
2022-04-01 07:55:00,454.05,454.13,454.0,454.12,21297
2022-04-01 08:00:00,453.8304,454.3304,451.978,454.0,118834
2022-04-01 08:05:00,454.0,454.2,453.97,454.2,34580
2022-04-01 08:10:00,454.2,454.23,454.14,454.14,27321
2022-04-01 08:15:00,454.15,454.35,454.11,454.11,66951
2022-04-01 08:20:00,454.13,454.3,454.12,454.26,56577
2022-04-01 08:25:00,454.26,454.31,453.98,454.23,74626
2022-04-01 08:30:00,454.25,454.3,453.36,453.57,244284
2022-04-01 08:35:00,453.55,453.86,453.55,453.7,58412
2022-04-01 08:40:00,453.71,453.75,453.33,453.46,32410
2022-04-01 08:45:00,453.42,453.62,453.42,453.51,10967
2022-04-01 08:50:00,453.4,453.42,453.13,453.3201,14216
2022-04-01 08:55:00,453.32,453.37,453.2,453.24,10992
2022-04-01 09:00:00,453.2,453.28,452.79,452.79,72852
2022-04-01 09:05:00,452.82,453.25,452.81,453.25,31097
2022-04-01 09:10:00,453.2,453.44,453.17,453.44,19604
2022-04-01 09:15:00,453.44,453.69,453.44,453.64,76421
2022-04-01 09:20:00,453.66,453.71,453.47,453.47,61279
2022-04-01 09:25:00,453.48,453.55,453.22,453.29,88478
2022-04-01 09:30:00,453.32,453.46,452.64,452.67,1421564
2022-04-01 09:35:00,452.67,453.24,452.43,452.5712,1048378
2022-04-01 09:40:00,452.55,452.76,452.23,452.48,709171
2022-04-01 09:45:00,452.49,452.94,452.2,452.69,766165
2022-04-01 09:50:00,452.7,452.82,451.66,451.82,958199
2022-04-01 09:55:00,451.82,452.29,451.66,452.26,754194
2022-04-01 10:00:00,452.25,452.4199,451.53,451.915,1190956
2022-04-01 10:05:00,451.9001,452.31,451.83,451.972,654225
2022-04-01 10:10:00,452.0,452.81,451.99,452.695,924088
2022-04-01 10:15:00,452.7,452.7,451.6,451.67,744099
2022-04-01 10:20:00,451.66,451.8505,451.0,451.12,1019003
2022-04-01 10:25:00,451.12,451.29,450.8,451.1,760097
2022-04-01 10:30:00,451.07,451.53,451.0301,451.48,754930
2022-04-01 10:35:00,451.49,451.71,451.14,451.21,676290
2022-04-01 10:40:00,451.22,451.42,450.8,451.3286,547495
2022-04-01 10:45:00,451.33,451.97,451.2944,451.7,666577
2022-04-01 10:50:00,451.695,452.23,451.59,452.2,622300
2022-04-01 10:55:00,452.21,452.3078,451.84,451.99,560309
2022-04-01 11:00:00,451.985,452.07,451.73,451.91,474336
2022-04-01 11:05:00,451.88,452.43,451.71,452.29,441590
